1723489169807,,,,,0.100000,,33745.000000,,,,,,,,,,,
1723489169809,,,,,,,,,,,,,,,,,,
1723489169810,0.050000,1249.000000,0.100000,4.000000,,,,,,,,,,,,,,
1723489169858,,,,,,,,,,,,,,,,,,
1723489169859,,,,,,0.075944,,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,5344.870000,,,,,
1723489170423,,,,,,,,0.318029,0.014661,0.002035,0.021303,-0.100000,5345.030000,,,,,
1723489170924,,,,,,,,,,,,,,0.050000,3.000000,33753.000000,2.075000,YES
1723489172335,,,,,,,,0.318029,0.014948,0.002070,0.021662,-0.100000,5345.170000,,,,,
1723489172374,,1248.000000,,,,,,,,,,,,,,,,
1723489173373,,1249.000000,,,,,,,,,,,,,,,,
1723489174377,,,,,,,,0.318029,0.015199,0.002099,0.021974,-0.100000,5345.290000,,,,,
1723489174473,,,,,,,33753.000000,,,,,,,,,,,
1723489174486,,1248.000000,,,,,,,,,,,,,,,,
1723489175498,,1249.000000,,,,,,,,,,,,,,,,
1723489176283,,,,,,,,0.318029,0.014907,0.002065,0.021610,-0.100000,5345.150000,,,,,
1723489178296,,,,,,,,0.318029,0.014887,0.002062,0.021585,-0.100000,5345.140000,,,,,
1723489180295,,,,,,,,0.318029,0.015073,0.002084,0.021817,-0.100000,5345.230000,,,,,
1723489182297,,,,,,,,0.318029,0.015325,0.002114,0.022131,-0.100000,5345.350000,,,,,
1723489183493,,1248.000000,,,,,,,,,,,,,,,,
1723489184470,,,,,,,,0.318029,0.015623,0.002149,0.022501,-0.100000,5345.490000,,,,,
1723489184531,,1249.000000,,,,,,,,,,,,,,,,
1723489185524,,,,29.000000,,,,,,,,,,,,,,
1723489186396,,,,,,,,0.318029,0.015389,0.002122,0.022210,-0.100000,5345.380000,,,,,
1723489186498,,,,4.000000,,,,,,,,,,,,,,
1723489188380,,,,,,,,0.318029,0.015325,0.002114,0.022131,-0.100000,5345.350000,,,,,
1723489190406,,,,,,,,0.318029,0.015602,0.002147,0.022474,-0.100000,5345.480000,,,,,
1723489191002,,,,,,,,,,,,,,0.050000,1.000000,33754.000000,2.075000,YES
1723489192362,,,,,,,,0.318029,0.015971,0.002190,0.022930,-0.100000,5345.650000,,,,,
1723489192510,,1248.000000,,,,,,,,,,,,,,,,
1723489193506,,1244.000000,,2.000000,,,,,,,,,,,,,,
1723489194413,,,,,,0.100000,,,,,,,,,,,,
1723489194428,,,,,,,,0.318029,0.017006,0.002311,0.024198,-0.100000,5346.110000,,,,,
1723489196325,,,,,,,,0.318029,0.016890,0.002298,0.024058,-0.100000,5346.060000,,,,,
1723489198470,,,,,,,,0.318029,0.016913,0.002300,0.024086,-0.100000,5346.070000,,,,,
1723489198609,,,,,,,,,,,,,,0.050000,4.000000,33758.000000,2.075000,YES
1723489200324,,,,,,,,0.318029,0.016594,0.002263,0.023695,-0.100000,5345.930000,,,,,
1723489201414,,,,,,,,,,,,,,0.100000,1.000000,33759.000000,2.075000,YES
1723489201516,,1246.000000,,,,,,,,,,,,,,,,
1723489202332,,,,,,,,0.318029,0.016147,0.002211,0.023146,-0.100000,5345.730000,,,,,
1723489202519,,,,,,,,,,,,,,0.100000,2.000000,33761.000000,2.075000,YES
1723489203322,,,0.150000,799.000000,,,,,,,,,,,,,,
1723489203417,,,,,,0.104344,,,,,,,,,,,,
1723489204226,,,,,,,,,,,,,,0.100000,2.000000,33763.000000,2.074000,YES
1723489204324,,1251.000000,,672.000000,,,,,,,,,,,,,,
1723489204374,,,,,,,,0.318029,0.016347,0.002234,0.023392,-0.100000,5345.820000,,,,,
1723489204424,,,,,,,33761.000000,,,,,,,,,,,
1723489205422,,,,658.000000,,,,,,,,,,,,,,
1723489206327,,,,,,,,0.318029,0.015927,0.002185,0.022876,-0.100000,5345.630000,,,,,
1723489206424,,1226.000000,,,,,,,,,,,,,,,,
1723489207223,,,,,,,,,,,,,,0.100000,3.000000,33766.000000,2.074000,YES
1723489207423,,,,671.000000,,,,,,,,,,,,,,
1723489208342,,,,,,,,0.318029,0.015883,0.002180,0.022822,-0.100000,5345.610000,,,,,
1723489208424,,1186.000000,,,,,,,,,,,,,,,,
1723489209428,,,,839.000000,,,,,,,,,,,,,,
1723489210429,,,,671.000000,,,,,,,,,,,,,,
1723489212503,,,,,,,,0.318029,0.015753,0.002165,0.022661,-0.100000,5345.550000,,,,,
1723489214336,,,,,,,,0.318029,0.015971,0.002190,0.022930,-0.100000,5345.650000,,,,,
1723489216044,,,,,,,,,,,,,,0.100000,3.000000,33769.000000,2.074000,
1723489216341,,,,,,,,0.318029,0.015883,0.002180,0.022822,-0.100000,5345.610000,,,,,
1723489217438,,,,839.000000,,,,,,,,,,,,,,
1723489218396,,,,,,,,0.318029,0.015949,0.002188,0.022903,-0.100000,5345.640000,,,,,
1723489218433,,1226.000000,,671.000000,,,,,,,,,,,,,,
1723489222402,,,,,,,,0.318029,0.015993,0.002193,0.022957,-0.100000,5345.660000,,,,,
1723489224247,,,,,,,,0.318029,0.016258,0.002224,0.023283,-0.100000,5345.780000,,,,,
1723489226252,,,,,,,,0.318029,0.016459,0.002247,0.023530,-0.100000,5345.870000,,,,,
1723489227246,,,,670.000000,,,,,,,,,,,,,,
1723489228248,,,,671.000000,,,,,,,,,,,,,,
1723489228405,,,,,,,,0.318029,0.015739,0.002181,0.022457,-0.100000,5345.870000,,,,,
